pokemon_id,pokemon_name_en,pokemon_name_ko,pokemon_ko_status,move_id,move_name_en,move_name_ko,move_ko_status,move_type,move_type_ko,category,category_ko,source,confidence
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,outrage,Outrage,역린,official,dragon,드래곤,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,petal-blizzard,Petal Blizzard,꽃보라,official,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,petal-dance,Petal Dance,꽃잎댄스,official,grass,풀,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,poison-jab,Poison Jab,독찌르기,official,poison,독,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,poison-powder,Poison Powder,독가루,official,poison,독,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,power-whip,Power Whip,파워휩,official,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,protect,Protect,방어,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,rest,Rest,잠자기,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,roar,Roar,울부짖기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,round,Round,돌림노래,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,scary-face,Scary Face,겁나는얼굴,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,seed-bomb,Seed Bomb,씨폭탄,official,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,sleep-powder,Sleep Powder,수면가루,official,grass,풀,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,sleep-talk,Sleep Talk,잠꼬대,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,sludge-bomb,Sludge Bomb,오물폭탄,official,poison,독,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,sludge-wave,Sludge Wave,오물웨이브,official,poison,독,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,snore,Snore,코골기,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,solar-beam,Solar Beam,솔라빔,official,grass,풀,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,stomping-tantrum,Stomping Tantrum,분함의발구르기,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,substitute,Substitute,대타출동,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,sunny-day,Sunny Day,쾌청,official,fire,불꽃,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,sweet-scent,Sweet Scent,달콤한향기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,swords-dance,Swords Dance,칼춤,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,synthesis,Synthesis,광합성,official,grass,풀,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,terrain-pulse,Terrain Pulse,대지의파동,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,toxic,Toxic,맹독,official,poison,독,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,trailblaze,Trailblaze,개척하기,manual_official_ko_fix,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,venoshock,Venoshock,베놈쇼크,official,poison,독,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,weather-ball,Weather Ball,웨더볼,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
venusaur,Venusaur,이상해꽃,official_or_opgg_ko,worry-seed,Worry Seed,고민씨,official,grass,풀,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,acid-spray,Acid Spray,애시드봄,official,poison,독,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,amnesia,Amnesia,망각술,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,body-slam,Body Slam,누르기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,bulldoze,Bulldoze,땅고르기,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,bullet-seed,Bullet Seed,기관총,official,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,charm,Charm,애교부리기,official,fairy,페어리,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,curse,Curse,저주,official,ghost,고스트,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,double-edge,Double-Edge,이판사판태클,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,earth-power,Earth Power,대지의힘,official,ground,땅,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,earthquake,Earthquake,지진,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,endure,Endure,버티기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,energy-ball,Energy Ball,에너지볼,official,grass,풀,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,facade,Facade,객기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,frenzy-plant,Frenzy Plant,하드플랜트,official,grass,풀,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,giga-drain,Giga Drain,기가드레인,official,grass,풀,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,giga-impact,Giga Impact,기가임팩트,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,grass-knot,Grass Knot,풀묶기,official,grass,풀,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,grassy-glide,Grassy Glide,그래스슬라이더,official,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,grassy-terrain,Grassy Terrain,그래스필드,official,grass,풀,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,growth,Growth,성장,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,helping-hand,Helping Hand,도우미,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,hyper-beam,Hyper Beam,파괴광선,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,ingrain,Ingrain,뿌리박기,official,grass,풀,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,knock-off,Knock Off,탁쳐서떨구기,official,dark,악,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,leaf-storm,Leaf Storm,리프스톰,official,grass,풀,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,leech-seed,Leech Seed,씨뿌리기,official,grass,풀,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,light-screen,Light Screen,빛의장막,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,outrage,Outrage,역린,official,dragon,드래곤,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,petal-blizzard,Petal Blizzard,꽃보라,official,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,petal-dance,Petal Dance,꽃잎댄스,official,grass,풀,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,poison-jab,Poison Jab,독찌르기,official,poison,독,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,poison-powder,Poison Powder,독가루,official,poison,독,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,power-whip,Power Whip,파워휩,official,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,protect,Protect,방어,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,rest,Rest,잠자기,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,roar,Roar,울부짖기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,round,Round,돌림노래,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,scary-face,Scary Face,겁나는얼굴,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,seed-bomb,Seed Bomb,씨폭탄,official,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,sleep-powder,Sleep Powder,수면가루,official,grass,풀,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,sleep-talk,Sleep Talk,잠꼬대,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,sludge-bomb,Sludge Bomb,오물폭탄,official,poison,독,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,sludge-wave,Sludge Wave,오물웨이브,official,poison,독,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,snore,Snore,코골기,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,solar-beam,Solar Beam,솔라빔,official,grass,풀,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,stomping-tantrum,Stomping Tantrum,분함의발구르기,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,substitute,Substitute,대타출동,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,sunny-day,Sunny Day,쾌청,official,fire,불꽃,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,sweet-scent,Sweet Scent,달콤한향기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,swords-dance,Swords Dance,칼춤,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,synthesis,Synthesis,광합성,official,grass,풀,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,terrain-pulse,Terrain Pulse,대지의파동,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,toxic,Toxic,맹독,official,poison,독,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,trailblaze,Trailblaze,개척하기,manual_official_ko_fix,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,venoshock,Venoshock,베놈쇼크,official,poison,독,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,weather-ball,Weather Ball,웨더볼,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
mega-venusaur,Mega Venusaur,메가이상해꽃,official_or_opgg_ko,worry-seed,Worry Seed,고민씨,official,grass,풀,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,acrobatics,Acrobatics,애크러뱃,official,flying,비행,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,aerial-ace,Aerial Ace,제비반환,official,flying,비행,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,air-cutter,Air Cutter,에어컷터,official,flying,비행,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,air-slash,Air Slash,에어슬래시,official,flying,비행,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,ancient-power,Ancient Power,원시의힘,official,rock,바위,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,beat-up,Beat Up,집단구타,official,dark,악,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,belly-drum,Belly Drum,배북,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,bite,Bite,물기,official,dark,악,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,blast-burn,Blast Burn,블러스트번,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,body-slam,Body Slam,누르기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,breaking-swipe,Breaking Swipe,와이드브레이커,official,dragon,드래곤,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,brick-break,Brick Break,깨트리다,official,fighting,격투,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,brutal-swing,Brutal Swing,세차게휘두르기,official,dark,악,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,bulldoze,Bulldoze,땅고르기,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,counter,Counter,카운터,official,fighting,격투,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,crunch,Crunch,깨물어부수기,official,dark,악,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,dig,Dig,구멍파기,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,double-edge,Double-Edge,이판사판태클,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,dragon-cheer,Dragon Cheer,드래곤옐,official,dragon,드래곤,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,dragon-claw,Dragon Claw,드래곤크루,official,dragon,드래곤,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,dragon-dance,Dragon Dance,용의춤,official,dragon,드래곤,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,dragon-pulse,Dragon Pulse,용의파동,official,dragon,드래곤,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,dragon-rush,Dragon Rush,드래곤다이브,official,dragon,드래곤,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,dragon-tail,Dragon Tail,드래곤테일,official,dragon,드래곤,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,earthquake,Earthquake,지진,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,endure,Endure,버티기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,facade,Facade,객기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,fire-blast,Fire Blast,불대문자,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,fire-fang,Fire Fang,불꽃엄니,official,fire,불꽃,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,fire-punch,Fire Punch,불꽃펀치,official,fire,불꽃,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,fire-spin,Fire Spin,회오리불꽃,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,flame-charge,Flame Charge,니트로차지,official,fire,불꽃,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,flamethrower,Flamethrower,화염방사,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,flare-blitz,Flare Blitz,플레어드라이브,official,fire,불꽃,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,fling,Fling,내던지기,official,dark,악,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,fly,Fly,공중날기,official,flying,비행,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,focus-blast,Focus Blast,기합구슬,official,fighting,격투,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,focus-punch,Focus Punch,힘껏펀치,official,fighting,격투,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,giga-impact,Giga Impact,기가임팩트,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,heat-crash,Heat Crash,히트스탬프,official,fire,불꽃,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,heat-wave,Heat Wave,열풍,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,helping-hand,Helping Hand,도우미,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
charizard,Charizard,리자몽,official_or_opgg_ko,hurricane,Hurricane,폭풍,official,flying,비행,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
