entity_type,entity_id,source_numeric_id,name_en,name_ko,ko_status,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,source_file
pokemon,nidorino,33,Nidorino,니드리노,official,Poison,독,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,nidoking,34,Nidoking,니드킹,official,Poison,독,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,clefairy,35,Clefairy,삐삐,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,clefable,36,Clefable,픽시,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,vulpix,37,Vulpix,식스테일,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ninetales,38,Ninetales,나인테일,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,jigglypuff,39,Jigglypuff,푸린,official,Normal,노말,Fairy,페어리,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,wigglytuff,40,Wigglytuff,푸크린,official,Normal,노말,Fairy,페어리,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,zubat,41,Zubat,주뱃,official,Poison,독,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,golbat,42,Golbat,골뱃,official,Poison,독,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,oddish,43,Oddish,뚜벅쵸,official,Grass,풀,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gloom,44,Gloom,냄새꼬,official,Grass,풀,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,vileplume,45,Vileplume,라플레시아,official,Grass,풀,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,paras,46,Paras,파라스,official,Bug,벌레,Grass,풀,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,parasect,47,Parasect,파라섹트,official,Bug,벌레,Grass,풀,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,venonat,48,Venonat,콘팡,official,Bug,벌레,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,venomoth,49,Venomoth,도나리,official,Bug,벌레,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,diglett,50,Diglett,디그다,official,Ground,땅,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dugtrio,51,Dugtrio,닥트리오,official,Ground,땅,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,meowth,52,Meowth,나옹,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,persian,53,Persian,페르시온,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,psyduck,54,Psyduck,고라파덕,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,golduck,55,Golduck,골덕,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,mankey,56,Mankey,망키,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,primeape,57,Primeape,성원숭,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,growlithe,58,Growlithe,가디,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,arcanine,59,Arcanine,윈디,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,poliwag,60,Poliwag,발챙이,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,poliwhirl,61,Poliwhirl,슈륙챙이,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,poliwrath,62,Poliwrath,강챙이,official,Water,물,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,abra,63,Abra,캐이시,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,kadabra,64,Kadabra,윤겔라,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,alakazam,65,Alakazam,후딘,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,machop,66,Machop,알통몬,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,machoke,67,Machoke,근육몬,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,machamp,68,Machamp,괴력몬,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,bellsprout,69,Bellsprout,모다피,official,Grass,풀,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,weepinbell,70,Weepinbell,우츠동,official,Grass,풀,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,victreebel,71,Victreebel,우츠보트,official,Grass,풀,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tentacool,72,Tentacool,왕눈해,official,Water,물,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tentacruel,73,Tentacruel,독파리,official,Water,물,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,geodude,74,Geodude,꼬마돌,official,Rock,바위,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,graveler,75,Graveler,데구리,official,Rock,바위,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,golem,76,Golem,딱구리,official,Rock,바위,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ponyta,77,Ponyta,포니타,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,rapidash,78,Rapidash,날쌩마,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,slowpoke,79,Slowpoke,야돈,official,Water,물,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,slowbro,80,Slowbro,야도란,official,Water,물,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,magnemite,81,Magnemite,코일,official,Electric,전기,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,magneton,82,Magneton,레어코일,official,Electric,전기,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,farfetchd,83,Farfetch’d,파오리,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,doduo,84,Doduo,두두,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dodrio,85,Dodrio,두트리오,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,seel,86,Seel,쥬쥬,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dewgong,87,Dewgong,쥬레곤,official,Water,물,Ice,얼음,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,grimer,88,Grimer,질퍽이,official,Poison,독,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,muk,89,Muk,질뻐기,official,Poison,독,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,shellder,90,Shellder,셀러,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cloyster,91,Cloyster,파르셀,official,Water,물,Ice,얼음,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gastly,92,Gastly,고오스,official,Ghost,고스트,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,haunter,93,Haunter,고우스트,official,Ghost,고스트,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gengar,94,Gengar,팬텀,official,Ghost,고스트,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,onix,95,Onix,롱스톤,official,Rock,바위,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,drowzee,96,Drowzee,슬리프,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,hypno,97,Hypno,슬리퍼,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,krabby,98,Krabby,크랩,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,kingler,99,Kingler,킹크랩,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,voltorb,100,Voltorb,찌리리공,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,electrode,101,Electrode,붐볼,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,exeggcute,102,Exeggcute,아라리,official,Grass,풀,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,exeggutor,103,Exeggutor,나시,official,Grass,풀,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cubone,104,Cubone,탕구리,official,Ground,땅,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,marowak,105,Marowak,텅구리,official,Ground,땅,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,hitmonlee,106,Hitmonlee,시라소몬,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,hitmonchan,107,Hitmonchan,홍수몬,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,lickitung,108,Lickitung,내루미,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,koffing,109,Koffing,또가스,official,Poison,독,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,weezing,110,Weezing,또도가스,official,Poison,독,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,rhyhorn,111,Rhyhorn,뿔카노,official,Ground,땅,Rock,바위,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,rhydon,112,Rhydon,코뿌리,official,Ground,땅,Rock,바위,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,chansey,113,Chansey,럭키,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tangela,114,Tangela,덩쿠리,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,kangaskhan,115,Kangaskhan,캥카,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,horsea,116,Horsea,쏘드라,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,seadra,117,Seadra,시드라,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,goldeen,118,Goldeen,콘치,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,seaking,119,Seaking,왕콘치,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,staryu,120,Staryu,별가사리,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,starmie,121,Starmie,아쿠스타,official,Water,물,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,mr-mime,122,Mr. Mime,마임맨,official,Psychic,에스퍼,Fairy,페어리,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,scyther,123,Scyther,스라크,official,Bug,벌레,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,jynx,124,Jynx,루주라,official,Ice,얼음,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,electabuzz,125,Electabuzz,에레브,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,magmar,126,Magmar,마그마,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pinsir,127,Pinsir,쁘사이저,official,Bug,벌레,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tauros,128,Tauros,켄타로스,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,magikarp,129,Magikarp,잉어킹,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gyarados,130,Gyarados,갸라도스,official,Water,물,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,lapras,131,Lapras,라프라스,official,Water,물,Ice,얼음,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ditto,132,Ditto,메타몽,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,eevee,133,Eevee,이브이,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,vaporeon,134,Vaporeon,샤미드,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,jolteon,135,Jolteon,쥬피썬더,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,flareon,136,Flareon,부스터,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,porygon,137,Porygon,폴리곤,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,omanyte,138,Omanyte,암나이트,official,Rock,바위,Water,물,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,omastar,139,Omastar,암스타,official,Rock,바위,Water,물,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,kabuto,140,Kabuto,투구,official,Rock,바위,Water,물,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,kabutops,141,Kabutops,투구푸스,official,Rock,바위,Water,물,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,aerodactyl,142,Aerodactyl,프테라,official,Rock,바위,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,snorlax,143,Snorlax,잠만보,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,articuno,144,Articuno,프리져,official,Ice,얼음,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,zapdos,145,Zapdos,썬더,official,Electric,전기,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,moltres,146,Moltres,파이어,official,Fire,불꽃,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dratini,147,Dratini,미뇽,official,Dragon,드래곤,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dragonair,148,Dragonair,신뇽,official,Dragon,드래곤,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dragonite,149,Dragonite,망나뇽,official,Dragon,드래곤,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,mewtwo,150,Mewtwo,뮤츠,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,mew,151,Mew,뮤,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,chikorita,152,Chikorita,치코리타,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,bayleef,153,Bayleef,베이리프,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,meganium,154,Meganium,메가니움,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cyndaquil,155,Cyndaquil,브케인,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,quilava,156,Quilava,마그케인,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,typhlosion,157,Typhlosion,블레이범,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,totodile,158,Totodile,리아코,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,croconaw,159,Croconaw,엘리게이,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,feraligatr,160,Feraligatr,장크로다일,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sentret,161,Sentret,꼬리선,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,furret,162,Furret,다꼬리,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,hoothoot,163,Hoothoot,부우부,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,noctowl,164,Noctowl,야부엉,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ledyba,165,Ledyba,레디바,official,Bug,벌레,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ledian,166,Ledian,레디안,official,Bug,벌레,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,spinarak,167,Spinarak,페이검,official,Bug,벌레,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ariados,168,Ariados,아리아도스,official,Bug,벌레,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,crobat,169,Crobat,크로뱃,official,Poison,독,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,chinchou,170,Chinchou,초라기,official,Water,물,Electric,전기,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,lanturn,171,Lanturn,랜턴,official,Water,물,Electric,전기,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pichu,172,Pichu,피츄,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cleffa,173,Cleffa,삐,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,igglybuff,174,Igglybuff,푸푸린,official,Normal,노말,Fairy,페어리,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,togepi,175,Togepi,토게피,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,togetic,176,Togetic,토게틱,official,Fairy,페어리,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,natu,177,Natu,네이티,official,Psychic,에스퍼,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,xatu,178,Xatu,네이티오,official,Psychic,에스퍼,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,mareep,179,Mareep,메리프,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,flaaffy,180,Flaaffy,보송송,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ampharos,181,Ampharos,전룡,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,bellossom,182,Bellossom,아르코,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,marill,183,Marill,마릴,official,Water,물,Fairy,페어리,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,azumarill,184,Azumarill,마릴리,official,Water,물,Fairy,페어리,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sudowoodo,185,Sudowoodo,꼬지모,official,Rock,바위,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,politoed,186,Politoed,왕구리,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,hoppip,187,Hoppip,통통코,official,Grass,풀,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,skiploom,188,Skiploom,두코,official,Grass,풀,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,jumpluff,189,Jumpluff,솜솜코,official,Grass,풀,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,aipom,190,Aipom,에이팜,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sunkern,191,Sunkern,해너츠,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sunflora,192,Sunflora,해루미,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,yanma,193,Yanma,왕자리,official,Bug,벌레,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,wooper,194,Wooper,우파,official,Water,물,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,quagsire,195,Quagsire,누오,official,Water,물,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,espeon,196,Espeon,에브이,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,umbreon,197,Umbreon,블래키,official,Dark,악,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,murkrow,198,Murkrow,니로우,official,Dark,악,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,slowking,199,Slowking,야도킹,official,Water,물,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,misdreavus,200,Misdreavus,무우마,official,Ghost,고스트,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,unown,201,Unown,안농,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,wobbuffet,202,Wobbuffet,마자용,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,girafarig,203,Girafarig,키링키,official,Normal,노말,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pineco,204,Pineco,피콘,official,Bug,벌레,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,forretress,205,Forretress,쏘콘,official,Bug,벌레,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dunsparce,206,Dunsparce,노고치,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gligar,207,Gligar,글라이거,official,Ground,땅,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,steelix,208,Steelix,강철톤,official,Steel,강철,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,snubbull,209,Snubbull,블루,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,granbull,210,Granbull,그랑블루,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,qwilfish,211,Qwilfish,침바루,official,Water,물,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,scizor,212,Scizor,핫삼,official,Bug,벌레,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,shuckle,213,Shuckle,단단지,official,Bug,벌레,Rock,바위,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,heracross,214,Heracross,헤라크로스,official,Bug,벌레,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sneasel,215,Sneasel,포푸니,official,Dark,악,Ice,얼음,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,teddiursa,216,Teddiursa,깜지곰,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ursaring,217,Ursaring,링곰,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,slugma,218,Slugma,마그마그,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,magcargo,219,Magcargo,마그카르고,official,Fire,불꽃,Rock,바위,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,swinub,220,Swinub,꾸꾸리,official,Ice,얼음,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,piloswine,221,Piloswine,메꾸리,official,Ice,얼음,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,corsola,222,Corsola,코산호,official,Water,물,Rock,바위,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,remoraid,223,Remoraid,총어,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
